,name,location,date,content
1124,Customer,US,"Mar 8, 2022",N/A
1125,Customer,US,"Mar 8, 2022","Finding insurance to cover my travel out of the country was confusing and a bit difficult because one must read the fine print.  I found it very helpful to see the comparison and discuss the relative merits of the policies offered.  I learned that my main concern with coverage is included in the base policy of most companies, so I did not need 'cancel for any reason' coverage.  I knew how to compare with other company quotes and saved myself from making a mistake by asking a key question I might not otherwise have asked.  One policy I looked at did NOT cover Medical Evacuation by plane.  They may have called it Emergency Medical, or something of the sort, but it was not evacuation insurance.  Good to know, and my Aardy agent told me what they recommend for where I'm going--something I did not think to ask and no one volunteered."
1126,Pete C,US,"Mar 8, 2022",I requested an email quote for travel insurance on a trip to Europe coming up in Summer 2022. I received a quote on 15 different policies in my inbox in less than 10 minutes. There was sufficient information on each quote to make useful comparisons. All quotes were provided by insurers with either A or A+ rating with AM Best. I ended up buying a policy that offered better coverage than the cruise line offered at a lower cost. I recommend Aardy.com when searching for Travel Insurance.
1127,Bob Markland,US,"Mar 8, 2022",Spoke with Nicole.  She answered all our questions and was very professional and helpful.
1128,Customer,US,"Mar 8, 2022",Very easy and straight forward all questions answered. Representative very knowledgeable and explained all the options and coverages available to help choose the right plan. Highly recommend AARDY to friends.
1129,Wayne B,US,"Mar 8, 2022",Nice to be able to speak to a person without a long wait   Person was helpful and courteous
1130,Steven Kaplan,US,"Mar 8, 2022",The agents that I spoke with were knowledgable and provided complete assistance to aid me in completing my travel insurance application.
1131,Jeanne Mullenhoff,US,"Mar 8, 2022","Patient, helpful and courteous. Good product will use again and recommend"
1132,Pamela T.,US,"Mar 8, 2022",We appreciated that it is clearly indicated whether medical expense insurance is primary or secondary coverage for each plan.  That's important to us with Medicare insurance.  I double checked that the price through Aardy.com was the same as booking directly with the insurer.
1133,Beth V,US,"Mar 8, 2022",Anna and Nicole helped me and answered my questions with clarity. Polite and cheerful.
1134,Gladys Berly,US,"Updated Mar 8, 2022",The people that help me over the phone was helpful and nice. They explained the plan and I didn’t have to wait on the phone to get the information.
1135,Carole Blake,US,"Mar 8, 2022","I had a very positive experience with the customer service representatives from Aardy.com.  When I called to inquire about travel insurance for an upcoming trip, I was connected to a real, live person within minutes.  There was no wait time nor automated answering service.  The representative was able to assist me in securing the best policy for a very reasonable price."
1136,Customer,US,"Mar 8, 2022",Chat Agent was helpful in selecting the right plan
1137,Gail Swanson,US,"Mar 7, 2022","Anna, our agent did an excellent job in presenting different options for us to purchase travel insurance for our cruise in April, 2022.  She saved us up to $700 over other companies coverage with higher medical coverage"
1138,Mike R. ,US,"Mar 7, 2022","I called Aardy with questions about various insurance policy options for my upcoming trip to Mexico. After calling the referenced Aardy number, Matt(?) picked up and answered my questions about applicability of trip delay and other features for my trip. He was very knowledgeable about the insurance policy and proved very helpful."
1139,Beverly  Bishop,US,"Mar 7, 2022",I had questions about  insurance for my upcoming trip  this summer and spoke with Denise and she was very helpful.  thank you
1140,Joel,US,"Mar 7, 2022","These days, it was a great experience. The representative answered within 2 rings, was patient and helpful, and I completed the purchase online while she walked me through it. I wish all customer service was this good. Thanks"
1141,Customer,US,"Mar 7, 2022",Aardy made this easy and stress free for me.  And the price was right!  I did compare with another company and then went back to Aardy.
1142,Customer,US,"Mar 7, 2022","Aaron was wonderful to answer all our questions as we chose coverage for our upcoming trip.  He was personable, professional and patient.  In the event that we need to file a claim, we can only hope that a claim will be handled as well as our initial customer support!"
1143,Bill Alexander,US,"Mar 7, 2022",Just took it out. Easy to do
1144,Westbank Nola  Ladies,US,"Updated Mar 7, 2022","The insurance agent we spoke with on several occasion was Matthew and each encounter was met with kindness, patience, and respect. My self and my friend had so many questions at times we may have even confused him but remained calm and informative. This was a difficult decision but Matthew made the process easier than expected. It is truly nice to know customer service still exist in this social media age . Thanks again Matthew"
1145,Rusty Sunflower,US,"Mar 7, 2022","It was easy to find the right travel insurance using Aardy.com. It was great to compare several companies. I wasn’t totally confident, so I called them and got all my questions answered."
1146,Charles Stevenson,US,"Mar 7, 2022",Jonathan was very helpful getting us the best travel insurance for our upcoming trip to France. Will use this company again!
1147,Customer,US,"Mar 7, 2022",Was pleasantly surprised that policy information was concise and easy to compare. Made decision relatively easy. Will utilize for future travel insurance.
1148,Luann C,US,"Mar 7, 2022",The lady helping was very helpful !! Excellent customer service and knowledge .
1149,Beverly,US,"Mar 7, 2022","Agent was knowledgeable, as well as patient and friendly. I received the answers to my questions and found the right policy for me."
1150,Customer,US,"Mar 7, 2022","Excellent service, explained everything in great detail and take the time to make sure all your questions are answered !"
1151,Sherry,US,"Mar 7, 2022","This will definitely be my first choice to go to from herre on out, they could not have made it easier.  So effortless, I even called to make sure I wasn't overlooking anything.  Thrilled, the young man who answered was able to assure me, that was all it took.  I was worried since my deposit had been made 2 years earlier, but covid had kept the flights and resort camps from being available for the safari, since we did not have any pre-existing conditions, it was no problem at all. Thank You"
1152,Clarke/Angelique,US,"Mar 7, 2022",Mathew was very helpful with buying this insurance and helped explain any clarity I needed regarding the plan.Thank you.
